code,name,gender,country_code,country,height,weight,disciplines,birth_date,residence_place,residence_country
1954564,MARKOS Dimitrios,Male,GRE,Greece,182,84,Swimming,13-09-2001,ARGYROUPOLI,Greece
1954565,ENGLEZAKIS Konstantinos,Male,GRE,Greece,163,84,Swimming,20-03-2001,,
1954567,STAMOU Konstantinos Emmanouil,Male,GRE,Greece,175,67,Swimming,10-07-2003,,
1954568,MELADINIS Odyssefs,Male,GRE,Greece,158,67,Swimming,05-04-1990,,
1954570,PAPASTAMOS Apostolos,Male,GRE,Greece,155,54,Swimming,20-03-2001,,
1954571,DAMASIOTI Georgia,Female,GRE,Greece,176,58,Swimming,02-07-2003,ATHENS,Greece
1954584,NTOUMAS Evangelos Efraim,Male,GRE,Greece,163,75,Swimming,26-07-2008,,
1954589,BOLANOS Panagiotis,Male,GRE,Greece,172,50,Swimming,28-12-2000,,
1954594,DIAMANTOPOULOU Chrysoula,Female,GRE,Greece,150,50,Water Polo,22-09-1995,,
1954595,ELEFTHERIADOU Nikoleta,Female,GRE,Greece,150,56,Water Polo,17-01-1998,,
1954600,MYRIOKEFALITAKI Maria,Female,GRE,Greece,179,83,Water Polo,08-01-2001,,
1954601,NINOU Eirini,Female,GRE,Greece,168,55,Water Polo,20-09-2002,,
1954602,PATRA Maria,Female,GRE,Greece,173,70,Water Polo,17-10-1998,,
1954603,PLEVRITOU Margarita,Female,GRE,Greece,161,68,Water Polo,17-11-1994,,
1954604,PLEVRITOU Eleftheria,Female,GRE,Greece,184,81,Water Polo,23-04-1997,,
1954610,ASIMAKI Alexandra,Female,GRE,Greece,186,61,Water Polo,28-06-1988,,
1954612,STAMATOPOULOU Ioanna,Female,GRE,Greece,176,50,Water Polo,17-06-1998,,
1954614,ARGYROPOULOS KANAKAKIS Stylianos,Male,GRE,Greece,190,67,Water Polo,02-08-1996,,
1954617,FOUNTOULIS Ioannis,Male,GRE,Greece,170,60,Water Polo,25-05-1988,,
1954618,GENIDOUNIAS Konstantinos,Male,GRE,Greece,162,80,Water Polo,03-05-1993,,
1954620,KAKARIS Konstantinos,Male,GRE,Greece,158,64,Water Polo,02-07-1999,,
1954621,KALOGEROPOULOS Efstathios,Male,GRE,Greece,154,83,Water Polo,28-06-2001,,
1954622,SKOUMPAKIS Dimitrios,Male,GRE,Greece,171,78,Water Polo,18-12-1998,,
1954624,VLACHOPOULOS Angelos,Male,GRE,Greece,173,52,Water Polo,28-09-1991,,
1954625,ZERDEVAS Emmanouil,Male,GRE,Greece,168,75,Water Polo,12-08-1997,,
1954626,PAPANIKOLAOU Nikolaos Spyridon,Male,GRE,Greece,188,67,Water Polo,31-08-2000,,
1954627,TZORTZATOS Panagiotis,Male,GRE,Greece,154,67,Water Polo,11-05-1992,,
1954650,PAPANASTASIOU Alexandros,Male,GRE,Greece,187,81,Water Polo,12-02-1999,,
1954651,CHYDIRIOTI Ioanna,Female,GRE,Greece,167,64,Water Polo,15-04-1997,,
1954656,GIANNOPOULOU Athina Dimitra,Female,GRE,Greece,160,63,Water Polo,06-12-2001,,
1954658,PLEVRITOU Vasiliki,Female,GRE,Greece,174,69,Water Polo,08-06-1998,,
1954660,XENAKI Eleni,Female,GRE,Greece,185,56,Water Polo,05-07-1997,,
1954662,GKILLAS Nikolaos,Male,GRE,Greece,163,71,Water Polo,21-06-2003,,
1954665,NIKOLAIDIS Dimitrios,Male,GRE,Greece,164,71,Water Polo,10-06-1999,,
1954673,PADRON Melissa,Female,CUB,Cuba,171,60,Athletics,15-08-2003,,
1954683,EMBIID Joel,Male,USA,United States,164,60,Basketball,16-03-1994,,United States
1954684,TATUM Jayson,Male,USA,United States,178,81,Basketball,03-03-1998,"ST LOUIS,. MO",United States
1954687,BOOKER Devin,Male,USA,United States,181,56,Basketball,30-10-1996,"PARADISE VALLEY, AZ",United States
1954688,ADEBAYO Bam,Male,USA,United States,163,51,Basketball,18-07-1997,"MIAMI, FL",United States
1954698,CURRY Stephen,Male,USA,United States,186,63,Basketball,14-03-1988,"ATHERTON, CA",United States
1954699,DAVIS Anthony,Male,USA,United States,167,77,Basketball,11-03-1993,"LOS ANGELES, CA",United States
1954700,DURANT Kevin,Male,USA,United States,164,68,Basketball,29-09-1988,"NEW YORK, NY",United States
1954701,EDWARDS Anthony,Male,USA,United States,163,73,Basketball,05-08-2001,,United States
1954705,HALIBURTON Tyrese,Male,USA,United States,179,53,Basketball,29-02-2000,,United States
1954709,HOLIDAY Jrue,Male,USA,United States,165,72,Basketball,12-06-1990,,United States
1954714,JAMES LeBron,Male,USA,United States,184,70,Basketball,30-12-1984,"AKRON, OH",United States
1954724,WHITE Derrick,Male,USA,United States,190,51,Basketball,02-07-1994,,
1954729,COLLIER Napheesa,Female,USA,United States,177,78,Basketball,23-09-1996,,United States
1954730,COPPER Kahleah,Female,USA,United States,183,61,Basketball,28-08-1994,,United States
1954734,GRAY Chelsea,Female,USA,United States,180,65,Basketball,08-10-1992,"MANTECA, CA",United States
1954735,GRINER Brittney,Female,USA,United States,182,61,Basketball,18-10-1990,,United States
1954736,HAMBY Dearica,Female,USA,United States,166,64,3x3 Basketball,06-11-1993,,
1954738,HOWARD Rhyne,Female,USA,United States,151,79,3x3 Basketball,29-04-2000,,United States
1954739,IONESCU Sabrina,Female,USA,United States,174,71,Basketball,06-12-1997,,United States
1954742,LOYD Jewell,Female,USA,United States,156,53,Basketball,05-10-1993,,
1954748,PLUM Kelsey,Female,USA,United States,187,72,Basketball,24-08-1994,,United States
1954752,STEWART Breanna,Female,USA,United States,178,69,Basketball,27-08-1994,,United States
1954753,TAURASI Diana,Female,USA,United States,173,69,Basketball,11-06-1982,,
1954754,THOMAS Alyssa,Female,USA,United States,178,76,Basketball,12-04-1992,,United States
1954757,WILSON A'ja,Female,USA,United States,186,55,Basketball,08-08-1996,"LAS VEGAS, NV",United States
1954758,YOUNG Jackie,Female,USA,United States,159,56,Basketball,16-09-1997,,United States
1954765,BARRY Canyon,Male,USA,United States,161,57,3x3 Basketball,07-01-1994,"COLORADO SPRINGS, CO",United States
1954768,BURDICK Cierra,Female,USA,United States,164,75,3x3 Basketball,30-09-1993,,
1954772,FREDETTE Jimmer,Male,USA,United States,175,66,3x3 Basketball,25-02-1989,,United States
1954779,MADDOX Kareem,Male,USA,United States,178,52,3x3 Basketball,09-12-1989,,United States
1954784,TRAVIS Dylan,Male,USA,United States,154,68,3x3 Basketball,26-05-1993,"OMAHA, NE",United States
1954785,van LITH Hailey,Female,USA,United States,162,70,3x3 Basketball,09-09-2001,,
1954791,ABADIA Adrian,Male,ESP,Spain,174,69,Diving,05-04-2002,MADRID,Spain
1954792,ANTOLINO Valeria,Female,ESP,Spain,163,59,Diving,30-08-2002,,
1954796,CARVAJAL Ana,Female,ESP,Spain,162,59,Diving,03-09-2006,MADRID,Spain
1954798,GARCIA BOISSIER Nicolas,Male,ESP,Spain,172,53,Diving,20-06-1995,MADRID,Spain
1954804,de VALDES ALVAREZ Maria,Female,ESP,Spain,157,74,Marathon Swimming,19-10-1998,CORUNA,Spain
1954805,MARTINEZ GUILLEN Angela,Female,ESP,Spain,186,64,Marathon Swimming,18-03-2004,MALAGA,Spain
1954809,FERRE GASET Txell,Female,ESP,Spain,163,67,Artistic Swimming,10-11-2006,,
1954811,GARCIA POLO Marina,Female,ESP,Spain,154,56,Artistic Swimming,05-12-2004,SANT CUGAT DEL VALLES,Spain
1954813,LLUIS VALETTE Lilou,Female,ESP,Spain,179,57,Artistic Swimming,28-07-2006,,
1954814,MAS PUJADAS Meritxell,Female,ESP,Spain,179,54,Artistic Swimming,25-12-1994,GRANOLLERS,Spain
1954815,OZHOGINA OZHOGIN Alisa,Female,ESP,Spain,180,77,Artistic Swimming,31-10-2000,SANT CUGAT DEL VALLES,Spain
1954816,RAMIREZ IBANEZ Paula,Female,ESP,Spain,180,59,Artistic Swimming,23-04-1996,SANT CUGAT DEL VALLES,Spain
1954817,SALDANA LOPEZ Sara,Female,ESP,Spain,164,58,Artistic Swimming,25-07-2000,SANT CUGAT DEL VALLES,Spain
1954818,TIO CASAS Iris,Female,ESP,Spain,157,77,Artistic Swimming,02-11-2002,SANT CUGAT DEL VALLES,Spain
1954819,TOLEDANO LAUT Blanca,Female,ESP,Spain,163,76,Artistic Swimming,03-11-2000,BARCELONA,Spain
1954821,CABANES GARZAS Laura,Female,ESP,Spain,175,79,Swimming,03-01-2006,MADRID,Spain
1954822,CAMPABADAL AMEZCUA Ainhoa,Female,ESP,Spain,173,60,Swimming,03-06-2003,,
1954824,CARRASCO CADENS Emma,Female,ESP,Spain,160,69,Swimming,31-12-2005,,Spain
1954826,CASTRO VALLE Cesar,Male,ESP,Spain,178,63,Swimming,31-05-1999,,
1954827,COLL MARTI Carles,Male,ESP,Spain,152,71,Swimming,15-10-2001,"BLACKSBURG, VI",United States
1954829,DAZA GARCIA Maria,Female,ESP,Spain,182,83,Swimming,28-08-2007,MADRID,Spain
1954830,de CELIS MONTALBAN Sergio,Male,ESP,Spain,150,67,Swimming,18-01-2000,BARCELONA,Spain
1954831,DOMINGUEZ Luis,Male,ESP,Spain,181,73,Swimming,18-01-2003,"BLACKSBURG, VI",United States
1954833,GARACH BENITO Carlos,Male,ESP,Spain,171,69,"Marathon Swimming, Swimming",25-07-2004,MALAGA,Spain
1954837,GONZALEZ ALVAREZ Arbidel,Male,ESP,Spain,187,71,Swimming,31-08-2002,MADRID,Spain
1954838,GONZALEZ de OLIVEIRA Hugo,Male,ESP,Spain,165,57,Swimming,19-02-1999,"BERKELEY, CA",United States
1954840,HERRERO LAZARO Alba,Female,ESP,Spain,173,57,Swimming,20-08-2002,BARCELONA,Spain
1954841,JULIA TOUS Ferran,Male,ESP,Spain,172,71,Swimming,07-07-2000,SABADELL,Spain
1954842,JUSTE SANCHEZ Paula,Female,ESP,Spain,166,68,Swimming,02-07-2003,BARCELONA,Spain
1954849,MOLLA YANES Mario,Male,ESP,Spain,160,65,Swimming,13-04-2002,"BLACKSBURG, VA",United States
1954863,VALL MONTERO Jessica,Female,ESP,Spain,157,62,Swimming,22-11-1988,BARCELONA,Spain
1954865,WEILER SASTRE Carmen,Female,ESP,Spain,154,72,Swimming,25-10-2004,"BLACKSBURG, VA",United States
1954866,ZAMORANO SANZ Africa,Female,ESP,Spain,190,83,Swimming,11-01-1998,BARCELONA,Spain
1954867,AGUIRRE Unai,Male,ESP,Spain,189,66,Water Polo,14-07-2002,,
1954871,BIEL LARA Unai,Male,ESP,Spain,190,51,Water Polo,19-11-2002,,
1954872,BUSTOS SANCHEZ Alejandro,Male,ESP,Spain,160,68,Water Polo,17-03-1997,,
1954873,CABANAS PEGADO Sergi,Male,ESP,Spain,168,51,Water Polo,10-02-1996,DUBROVNIK,Croatia
1954874,CAMUS Paula,Female,ESP,Spain,188,59,Water Polo,12-02-2002,,Spain
1954875,CRESPI BARRIGA Paula,Female,ESP,Spain,164,56,Water Polo,07-04-1998,,
1954876,de TORO DOMINGUEZ Miguel,Male,ESP,Spain,177,78,Water Polo,16-08-1993,,
1954877,ESPAR LLAQUET Anni,Female,ESP,Spain,152,66,Water Polo,08-01-1993,,
1954878,ESTER RAMOS Laura,Female,ESP,Spain,180,65,Water Polo,22-01-1990,,
1954879,FAMERA Martin,Male,ESP,Spain,151,77,Water Polo,04-11-1988,,
1954880,FORCA ARIZA Judith,Female,ESP,Spain,172,57,Water Polo,07-06-1996,,
1954881,GARCIA GODOY Maica,Female,ESP,Spain,183,56,Water Polo,17-10-1990,,
1954883,GRANADOS ORTEGA Alvaro,Male,ESP,Spain,180,82,Water Polo,08-10-1998,,
1954885,LARUMBE GONFAUS Marc,Male,ESP,Spain,182,74,Water Polo,30-05-1994,,
1954886,LEITON ARRONES Paula,Female,ESP,Spain,166,68,Water Polo,27-04-2000,,
1954887,LORRIO Eduardo,Male,ESP,Spain,162,72,Water Polo,25-09-1993,,
1954890,MUNARRIZ EGANA Alberto,Male,ESP,Spain,184,74,Water Polo,19-05-1994,,
1954893,ORTIZ Bea,Female,ESP,Spain,182,81,Water Polo,21-06-1995,,
1954894,PENA Pili,Female,ESP,Spain,177,61,Water Polo,04-04-1986,ALCORC?N,Spain
1954895,PEREZ VIVAS Nona,Female,ESP,Spain,178,51,Water Polo,10-04-2003,,
1954896,PERRONE ROCHA Felipe,Male,ESP,Spain,183,62,Water Polo,27-02-1986,BARCELONA,Spain
1954897,PIRALKOVA COELLO Isabel,Female,ESP,Spain,153,70,Water Polo,23-06-2005,,
1954900,RUIZ BARRIL Elena,Female,ESP,Spain,182,64,Water Polo,29-10-2004,,
1954901,SANAHUJA Bernat,Male,ESP,Spain,170,60,Water Polo,21-10-2000,,
1954902,TAHULL COMPTE Roger,Male,ESP,Spain,150,66,Water Polo,11-05-1997,,
1954903,TERRE Martina,Female,ESP,Spain,155,63,Water Polo,28-08-2002,,
1954910,NAPOLES Cristian,Male,CUB,Cuba,152,84,Athletics,27-11-1998,HAVANA,Cuba
1954925,CUNHA TAVARES CARDOSO Beatriz,Female,BRA,Brazil,161,65,Rowing,25-05-1995,RIO DE JANEIRO,Brazil
1954929,VERTHEIN FERREIRA Lucas,Male,BRA,Brazil,151,54,Rowing,12-05-1998,RIO DE JANEIRO,Brazil
1954941,IAKOPO Filomenaleonisa,Female,ASA,American Samoa,179,57,Athletics,10-02-2006,"SAIPAN, NORTHERM MARIANA ISLANDS",
1954948,SILVA Bianca,Female,BRA,Brazil,185,84,Rugby Sevens,22-07-1998,PARAISOPOLIS,Brazil
1954954,LIMA Gabriela,Female,BRA,Brazil,157,71,Rugby Sevens,02-08-1994,SAO PAULO,Brazil
1954956,GOMES dos SANTOS Gisele,Female,BRA,Brazil,157,51,Rugby Sevens,18-08-2003,,
1954957,LOPES Isadora,Female,BRA,Brazil,160,54,Rugby Sevens,03-08-1997,,
1954959,dos SANTOS SILVA Leila,Female,BRA,Brazil,181,81,Rugby Sevens,23-10-1996,SAO PAULO,Brazil
1954961,CAMPOS Luiza,Female,BRA,Brazil,154,53,Rugby Sevens,30-07-1990,PORTO ALEGRE,Brazil
1954962,SOUZA Marcelle,Female,BRA,Brazil,162,72,Rugby Sevens,22-07-1996,RIO DE JANEIRO,Brazil
1954963,NICOLAU Mariana,Female,BRA,Brazil,169,82,Rugby Sevens,16-11-1997,SAO JOSE DOS CAMPOS,Brazil
1954964,FIORAVANTI Marina,Female,BRA,Brazil,160,82,Rugby Sevens,06-10-1993,SAO BERNARDO DO CAMPO,Brazil
1954966,SILVA Milena,Female,BRA,Brazil,155,61,Rugby Sevens,28-01-2000,S?O JOS? DOS CAMPOS,Brazil
1954968,KOCHHANN Raquel,Female,BRA,Brazil,154,73,Rugby Sevens,06-10-1992,SAO PAULO,Brazil
1954969,COSTA Thalia,Female,BRA,Brazil,170,50,Rugby Sevens,30-05-1997,SAO PAULO,Brazil
1954970,da SILVA COSTA Thalita,Female,BRA,Brazil,154,76,Rugby Sevens,30-05-1997,SAO PAULO,Brazil
1954971,SOARES Yasmim,Female,BRA,Brazil,178,54,Rugby Sevens,05-05-1999,,
1955052,OLIVEIRA Ingrid,Female,BRA,Brazil,163,62,Diving,07-05-1996,,
1955068,AMOS Riley,Male,USA,United States,162,71,Cycling Mountain Bike,02-03-2002,"DURANGO, CO",United States
1955069,BLUNK Savilia,Female,USA,United States,154,84,Cycling Mountain Bike,30-05-1999,"DURANGO, CO",United States
1955070,BATTEN Haley,Female,USA,United States,184,75,Cycling Mountain Bike,19-09-1998,"SANTA CRUZ, CA",United States
1955071,BENEGAS Perris,Female,USA,United States,171,68,Cycling BMX Freestyle,22-07-1995,,United States
1955072,BLEVINS Christopher,Male,USA,United States,152,72,Cycling Mountain Bike,14-03-1998,"SAN LUIS OBISPO, CA",United States
1955074,CHRISTOPHER Marcus,Male,USA,United States,181,57,Cycling BMX Freestyle,31-12-2002,"CANTON, OH",United States
1955077,CUMMINS Olivia,Female,USA,United States,165,62,Cycling Track,06-08-2003,"GRAND JUNCTION, CO",United States
1955078,DOWELL Justin,Male,USA,United States,151,66,Cycling BMX Freestyle,05-01-2000,"HOLLY SPRINGS, NC",United States
1955079,DYGERT Chloe,Female,USA,United States,190,50,"Cycling Road, Cycling Track",01-01-1997,"COLORADO SPRINGS, CO",United States
1955080,EHRLICH Emily,Female,USA,United States,151,64,Cycling Track,25-12-1993,,
1955081,FAULKNER Kristen,Female,USA,United States,151,71,"Cycling Road, Cycling Track",18-12-1992,GIRONA,Spain
1955086,JORGENSON Matteo,Male,USA,United States,156,51,Cycling Road,01-07-1999,NICE,France
1955088,KOONTZ Grant,Male,USA,United States,179,72,Cycling Track,28-01-1994,"BOULDER, CO",United States
1955090,LARSEN Kamren,Male,USA,United States,174,79,Cycling BMX Racing,28-10-1999,"TAMPA, FL",United States
1955094,McNULTY Brandon,Male,USA,United States,154,64,Cycling Road,02-04-1998,,
1955098,RIDENOUR Payton,Female,USA,United States,175,56,Cycling BMX Racing,29-05-2002,,
1955100,ROBERTS Hannah,Female,USA,United States,166,81,Cycling BMX Freestyle,10-08-2001,"JACKSONVILLE, NC",United States
1955101,SHEFFIELD Magnus,Male,USA,United States,179,53,Cycling Road,19-04-2002,ANDORRA,Andorra
1955103,SMITH Jeremy,Male,USA,United States,167,58,Cycling BMX Racing,28-07-1994,,
1955104,STANCIL Felicia,Female,USA,United States,183,55,Cycling BMX Racing,18-05-1995,"INDIANAPOLIS, IN",United States
1955106,VALENTE Jennifer,Female,USA,United States,166,76,Cycling Track,24-12-1994,COLORADO SPRINGS,United States
1955107,VAUGHN Daleny,Female,USA,United States,186,61,Cycling BMX Racing,27-03-2001,"TUCSON, AZ",United States
1955108,WILLIAMS Lily,Female,USA,United States,151,84,Cycling Track,24-06-1994,AIX-EN-PROVENCE,France
1955109,WILLOUGHBY Alise,Female,USA,United States,171,77,Cycling BMX Racing,17-01-1991,"SAN DIEGO, CA",United States
1955110,WOOD Cameron,Male,USA,United States,154,71,Cycling BMX Racing,16-11-2001,"PEORIA, AZ",United States
1955115,EICHFELD Casey,Male,USA,United States,183,78,Canoe Slalom,15-11-1989,"CHARLOTTE, NC",United States
1955121,ECKER Jonas,Male,USA,United States,187,61,Canoe Sprint,26-10-2002,"SEATTLE, WA",United States
1955126,HARRISON Nevin,Female,USA,United States,163,59,Canoe Sprint,02-06-2002,"SAN DIEGO, CA",United States
1955132,LEIBFARTH Evy,Female,USA,United States,158,73,Canoe Slalom,26-01-2004,"BRYSON CITY, NC",United States
1955141,SMALL Aaron,Male,USA,United States,160,55,Canoe Sprint,11-07-2001,"SEATTLE, WA",United States
1955157,MASEI Micah,Male,ASA,American Samoa,170,61,Swimming,22-03-1999,HAWAII,United States
1955171,BRAVO Elizabeth,Female,ECU,Ecuador,172,62,Triathlon,30-01-1987,CUENCA,Ecuador
1955300,BROOKS Aaron Marquel,Male,USA,United States,182,57,Wrestling,15-06-2000,,
1955302,COON Adam Jacob,Male,USA,United States,169,56,Wrestling,14-11-1994,"FOWLERVILLE, MI",United States
1955304,ELOR Amit,Female,USA,United States,167,58,Wrestling,01-01-2004,NEW YORK,United States
1955343,BEY Kamal Ameer,Male,USA,United States,150,83,Wrestling,03-01-1998,"BELLWOOD, IL",United States
1955344,BLADES Kennedy Alexis,Female,USA,United States,169,53,Wrestling,04-09-2003,"CHICAGO, IL",United States
1955345,DAKE Kyle Douglas,Male,USA,United States,151,57,Wrestling,25-02-1991,,United States
1955363,JACOBSON Payton Jon,Male,USA,United States,167,72,Wrestling,12-09-2002,"ELKHORN, WI",United States
1955373,HILDEBRANDT Sarah Ann,Female,USA,United States,155,83,Wrestling,23-09-1993,"COLORADO SPRINGS, CO",United States
1955415,LEE Spencer Richard,Male,USA,United States,171,75,Wrestling,14-10-1998,"MURRYSVILLE, PA",United States
1955426,MAROULIS Helen Louise,Female,USA,United States,171,71,Wrestling,19-09-1991,"JERSEY CITY, NJ",United States
1955438,MIRACLE Kayla Colleen,Female,USA,United States,175,72,Wrestling,26-04-1996,"BLOOMINGTON, IN",United States
1955461,PARRIS Mason Mark,Male,USA,United States,184,68,Wrestling,01-10-1999,"LAWRENCEBURG, IN",United States
1955462,PARRISH Dominique Olivia,Female,USA,United States,171,62,Wrestling,05-11-1996,"CORVALLIS, OR",United States
1955472,RAU Josef Patrick,Male,USA,United States,158,85,Wrestling,17-03-1991,"CHICAGO, IL",United States
1955473,RETHERFORD Zain Allen,Male,USA,United States,159,59,Wrestling,21-05-1995,"BENTON, PA",United States
1955488,SNYDER Kyle Frederick,Male,USA,United States,179,63,Wrestling,20-11-1995,"STATE COLLEGE, PA",United States
1955520,BEAUCHEMIN-PINARD Catherine,Female,CAN,Canada,185,71,Judo,26-06-1994,"MONTR?AL, QC",Canada
1955526,DEGUCHI Christa,Female,CAN,Canada,177,63,Judo,29-10-1995,"KOFU, YAMANASHI",Japan
1955527,MARGELIDON Arthur,Male,CAN,Canada,183,83,Judo,12-10-1993,MONTREAL,Canada
1955528,PORTUONDO ISASI Ana Laura,Female,CAN,Canada,151,85,Judo,09-03-1996,"LA PRAIRIE, QC",Canada
1955529,ELNAHAS Shady,Male,CAN,Canada,165,76,Judo,27-03-1998,"TORONTO, ON",Canada
1955533,DEGUCHI Kelly,Female,CAN,Canada,155,55,Judo,13-02-1999,"KOFU, YAMANASHI",Japan
1955535,GAUTHIER DRAPEAU Francois,Male,CAN,Canada,155,55,Judo,27-01-1998,"MONTREAL, QC",Canada
1955582,XU Kerry,Female,USA,United States,176,68,Badminton,22-10-1999,"SAN JOSE, CA",United States
1955585,SUNNY,Female,USA,United States,169,70,Breaking,10-11-1988,"NEW YORK, NY",United States
1955587,LOGISTX,Female,USA,United States,157,76,Breaking,08-05-2003,,United States
1955589,JEFFRO,Male,USA,United States,172,57,Breaking,20-12-1994,"HOUSTON, TX",United States
1955590,VICTOR,Male,USA,United States,189,53,Breaking,01-05-1994,"KISSIMMEE, FL",United States
1955595,ELLISON Brady,Male,USA,United States,155,66,Archery,27-10-1988,"GLOBE, AZ",United States
1955599,GNORIEGA Catalina,Female,USA,United States,185,65,Archery,17-03-2003,"SAN DIEGO, CA",United States
1955601,KAUFHOLD Casey,Female,USA,United States,162,56,Archery,06-03-2004,,
1955608,MUCINO Jennifer,Female,USA,United States,174,77,Archery,18-12-2002,"BOSTON, MA",United States
1955623,CHIU Vinson,Male,USA,United States,183,76,Badminton,08-08-1998,CALIFORNIA,United States
1955625,GAI Jennie,Female,USA,United States,184,56,Badminton,25-02-2001,"ONTARIO, CA",United States
1955628,SHU Howard,Male,USA,United States,188,55,Badminton,28-11-1990,,
1955629,XU Annie,Female,USA,United States,175,72,Badminton,22-10-1999,"SAN JOSE, CA",United States
1955630,YUAN Joshua,Male,USA,United States,156,85,Badminton,25-07-2003,,United States
1955631,ZHANG Beiwen,Female,USA,United States,153,64,Badminton,12-07-1990,"LAS VEGAS, NV",United States
1955634,EDWARDS Joshua,Male,USA,United States,178,73,Boxing,01-05-2000,"HOUSTON, TX",United States
1955639,GONZALEZ Jajaira,Female,USA,United States,163,60,Boxing,13-02-1997,"COLORADO SPRINGS, CO",United States
1955643,HARVEY Jahmal,Male,USA,United States,154,51,Boxing,19-11-2002,"OXON HILL, MD",United States
1955644,HILL Roscoe,Male,USA,United States,185,64,Boxing,09-11-1994,"SPRING, TX",United States
1955645,JONES Omari,Male,USA,United States,169,63,Boxing,07-11-2002,"ORLANDO, FL",United States
1955646,LOZANO Jennifer,Female,USA,United States,164,73,Boxing,24-11-2002,"LAREDO, TX",United States
1955648,McCANE Morelle,Female,USA,United States,163,51,Boxing,20-01-1995,"CLEVELAND, OH",United States
1955649,MENDOZA Alyssa,Female,USA,United States,160,51,Boxing,17-08-2003,"CALDWELL, ID",United States
1955669,AKIO Augusto,Male,BRA,Brazil,176,81,Skateboarding,12-12-2000,CURITIBA,Brazil
1955673,VARELLA Dora,Female,BRA,Brazil,169,83,Skateboarding,31-07-2001,SAO PAULO,Brazil
1955677,GUSTAVO Felipe,Male,BRA,Brazil,163,55,Skateboarding,22-02-1991,"LOS ANGELES, CA",United States
1955681,VIANNA Giovanni,Male,BRA,Brazil,156,78,Skateboarding,26-01-2001,,
1955683,MAZETTO Gabi,Female,BRA,Brazil,186,63,Skateboarding,16-09-1997,PRAIA GRANDE,Brazil
1955687,PACHECO Isadora,Female,BRA,Brazil,175,85,Skateboarding,29-03-2005,FLORIANOPOLIS,Brazil
1955689,LEAL Rayssa,Female,BRA,Brazil,150,65,Skateboarding,04-01-2008,IMPERATRIZ,Brazil
1955692,HOEFLER Kelvin,Male,BRA,Brazil,177,84,Skateboarding,10-02-1993,"LOS ANGELES, CA",United States
1955694,CINI Luigi,Male,BRA,Brazil,165,58,Skateboarding,20-06-2002,CURITIBA,Brazil
1955701,BARROS Pedro,Male,BRA,Brazil,179,72,Skateboarding,16-03-1995,FLORIANOPOLIS,Brazil
1955704,ROSA Pamela,Female,BRA,Brazil,189,55,Skateboarding,19-07-1999,SAO JOSE DOS CAMPOS,Brazil
1955706,VENTURA Raicca,Female,BRA,Brazil,173,61,Skateboarding,08-03-2007,,
1955777,TOLEDO Filipe,Male,BRA,Brazil,174,80,Surfing,16-04-1995,"SAN CLEMENTE, CA",United States
1955778,MEDINA Gabriel,Male,BRA,Brazil,167,79,Surfing,22-12-1993,SAO SEBASTIAO,Brazil
1955780,CHIANCA Joao,Male,BRA,Brazil,151,55,Surfing,30-08-2000,SAQUAREMA,Brazil
1955781,SILVA Luana,Female,BRA,Brazil,167,57,Surfing,07-05-2004,"OAHU, HI",United States
1955782,HINCKEL Taina,Female,BRA,Brazil,159,50,Surfing,08-05-2003,GUARDA DO EMBAU,Brazil
1955783,WESTON-WEBB Tatiana,Female,BRA,Brazil,175,61,Surfing,09-05-1996,"KAUAI, HI",United States
1955807,FUKOFUKA Maleselo,Male,TGA,Tonga,168,69,Athletics,10-06-2005,"TOLOA, TONGAPATU",Tonga
1955812,SANTOS Caroline,Female,BRA,Brazil,155,81,Taekwondo,06-02-1996,SAO PAULO,Brazil
1955815,PONTES Edival,Male,BRA,Brazil,155,56,Taekwondo,11-10-1997,JOAO PESSAO,Brazil
1955824,RODRIGUES FERNANDES Henrique Marqu,Male,BRA,Brazil,151,72,Taekwondo,11-03-2004,,Brazil
1955839,PACHECO Maria Clara,Female,BRA,Brazil,181,63,Taekwondo,16-07-2003,SAO CAETANO DO SUL,Brazil
1955853,HADDAD MAIA Beatriz,Female,BRA,Brazil,172,73,Tennis,30-05-1996,,
1955861,PIGOSSI Laura,Female,BRA,Brazil,153,50,Tennis,02-08-1994,BARCELONA,Spain
1955862,STEFANI Luisa,Female,BRA,Brazil,164,57,Tennis,09-08-1997,"TAMPA, FL",United States
1955869,MONTEIRO Thiago,Male,BRA,Brazil,159,54,Tennis,31-05-1994,,
1955871,SEYBOTH WILD Thiago,Male,BRA,Brazil,165,76,Tennis,10-03-2000,,
1955904,LAZAREV Aiaal,Male,KGZ,Kyrgyzstan,168,65,Wrestling,19-03-1986,,
1955939,BUCKLE Rayna,Female,AUS,Australia,164,63,Artistic Swimming,29-08-2000,"SYDNEY, NSW",Australia
1955940,COURAGE-GARDINER Georgia,Female,AUS,Australia,155,73,Artistic Swimming,17-03-2003,"GOLD COAST, QLD",Australia
1955942,GAZZARD Kiera,Female,AUS,Australia,161,66,Artistic Swimming,05-11-2001,"GOLD COAST, QLD",Australia
1955943,JOSEPH-KUO Margo,Female,AUS,Australia,183,58,Artistic Swimming,14-10-2004,"PERTH, WA",Australia
1955944,WALDMANN Milena,Female,AUS,Australia,171,73,Artistic Swimming,16-01-2004,"GOLD COAST, QLD",Australia
1955945,CALOIERO Natalia,Female,AUS,Australia,176,73,Artistic Swimming,01-05-2003,,
